chr,start,end,n,meanDiff,group1.mean,group2.mean,tstat.sd,direction,fwer
chr15,24142401,24143165,23,0.120423551,0.622007314,0.501583763,0.073215491,hyper,0
chr15,85711145,85712389,27,0.120360231,0.440380679,0.320020448,0.056975606,hyper,0
chr5,140306901,140307101,9,0.120244458,0.363397927,0.243153469,0.079091929,hyper,0
chr1,220101958,220102415,11,0.120155394,0.297166189,0.177010795,0.059166638,hyper,0
chr14,70345801,70346096,9,0.119907254,0.237068393,0.117161139,0.066273904,hyper,0
chr15,71185669,71185960,4,0.119804242,0.683993147,0.564188905,0.053905072,hyper,0
chr17,64360653,64361259,11,0.119679312,0.581181623,0.461502311,0.062449214,hyper,0
chr8,143781288,143781800,14,0.119612292,0.37554846,0.255936168,0.074263006,hyper,0
chr2,97569521,97569809,6,0.119469257,0.449367944,0.329898687,0.060245081,hyper,0
chr2,210390044,210390436,4,0.119311342,0.587691772,0.46838043,0.053373641,hyper,0
chr2,97073216,97073713,13,0.119239762,0.4169022,0.297662438,0.067224363,hyper,0
chr16,68480865,68481347,9,0.119233133,0.298803532,0.1795704,0.064220684,hyper,0
chr11,12695154,12695437,10,0.119154206,0.269749026,0.15059482,0.056494291,hyper,0
chr10,1619445,1619795,5,0.119078988,0.315128077,0.19604909,0.070272295,hyper,0
chr1,153233279,153233497,6,0.11906179,0.18220904,0.06314725,0.066673408,hyper,0
chr12,52114973,52115124,4,0.118888543,0.385279686,0.266391143,0.065981786,hyper,0
chr6,132271636,132271657,4,0.118824261,0.182246471,0.06342221,0.077003032,hyper,0
chr10,98134535,98134867,13,0.118783955,0.240225639,0.121441683,0.060206284,hyper,0
chr18,56073146,56073599,4,0.118687008,0.440439453,0.321752445,0.056927632,hyper,0
chr1,18884293,18884785,21,0.118626513,0.289039495,0.170412982,0.074731487,hyper,0
chr2,129230017,129230836,9,0.118580595,0.486475798,0.367895203,0.062453832,hyper,0
chr14,100258973,100259171,11,0.118529726,0.520363545,0.40183382,0.063364736,hyper,0
chr20,59826744,59827020,12,0.118475849,0.263120221,0.144644372,0.067162021,hyper,0
chr21,35720112,35720579,12,0.118405369,0.664844194,0.546438825,0.064708871,hyper,0
chr18,13313440,13313862,17,0.118339904,0.516395627,0.398055723,0.053225785,hyper,0
chr8,18871903,18872298,19,0.118334714,0.321906867,0.203572153,0.061729677,hyper,0
chr5,159398741,159398783,5,0.118313764,0.343660498,0.225346734,0.067209192,hyper,0
chr11,118016902,118017101,7,0.118058113,0.269390033,0.15133192,0.067366799,hyper,0
chr10,48573090,48573939,23,0.117905689,0.245467757,0.127562068,0.075128736,hyper,0
chr8,25041148,25041201,3,0.117869337,0.278951971,0.161082634,0.072614735,hyper,0
chr11,76793685,76794035,7,0.117828366,0.504875481,0.387047115,0.059156534,hyper,0
chr2,73338482,73338986,6,0.117808916,0.482370294,0.364561378,0.058248361,hyper,0
chr8,143070077,143070414,22,0.117783414,0.378520674,0.26073726,0.07555101,hyper,0
chr4,74734694,74735017,10,0.117768999,0.304495107,0.186726108,0.075845118,hyper,0
chr15,45428466,45428654,5,0.117650788,0.294539664,0.176888875,0.06228631,hyper,0
chr14,67894031,67894086,3,0.117597978,0.415288053,0.297690075,0.058041968,hyper,0
chr10,33562470,33562654,8,0.11756645,0.577915839,0.460349389,0.080837225,hyper,0
chr3,24537050,24537435,19,0.11748004,0.182249926,0.064769886,0.082806353,hyper,0
chr8,37350540,37351239,29,0.117476835,0.524624826,0.40714799,0.066831442,hyper,0
chr8,107281314,107281748,8,0.117437657,0.451525103,0.334087447,0.05734196,hyper,0
chr4,77819688,77820011,10,0.117296857,0.334745902,0.217449045,0.057228775,hyper,0
chr11,64322623,64322866,6,0.117258541,0.379122829,0.261864288,0.060715813,hyper,0
chr10,35933091,35933440,8,0.117121273,0.207764708,0.090643435,0.054714795,hyper,0
chr1,37915436,37915672,4,0.116847647,0.447703361,0.330855715,0.05866857,hyper,0
chr5,128300671,128300713,5,0.116837483,0.215570269,0.098732786,0.064880851,hyper,0
chr11,86665288,86665373,5,0.116802753,0.533551265,0.416748512,0.062240207,hyper,0
chr2,210391199,210391505,3,0.116712383,0.600085465,0.483373081,0.053373641,hyper,0
chr7,150871907,150871981,11,0.11669619,0.43211221,0.31541602,0.059812165,hyper,0
chr1,84326279,84327020,39,0.116578653,0.167587544,0.051008891,0.070084168,hyper,0
chr15,30261239,30261504,8,0.116538196,0.268150354,0.151612157,0.06701998,hyper,0
chr14,78447157,78447358,6,0.116498746,0.27860459,0.162105845,0.063580122,hyper,0
chr18,31739200,31739440,16,0.116466889,0.166284079,0.04981719,0.077075313,hyper,0
chr1,38101551,38101856,6,0.11645357,0.38696116,0.270507591,0.056727518,hyper,0
chr7,56297414,56297767,25,0.116386015,0.483002392,0.366616377,0.060401795,hyper,0
chr10,114886149,114886281,3,0.116368769,0.304330306,0.187961537,0.05739907,hyper,0
chr3,33318872,33318895,4,0.116196534,0.267215235,0.151018702,0.075622892,hyper,0
chr1,171810090,171810257,6,0.116130868,0.196239746,0.080108879,0.054977826,hyper,0
chr3,3670388,3670461,3,-0.116088866,0.72773239,0.843821256,0.054580577,hypo,0
chr8,41733680,41734035,17,0.115938465,0.192939781,0.077001316,0.059161333,hyper,0
chr10,28035380,28035894,20,0.115813116,0.169387326,0.053574209,0.054037324,hyper,0
chr1,39283797,39283835,6,0.115811358,0.186704387,0.070893029,0.05894681,hyper,0
chr12,124538513,124538753,8,0.11580011,0.468681501,0.352881392,0.060450735,hyper,0
chr11,69009829,69009970,3,0.115752156,0.748841384,0.633089228,0.055501386,hyper,0
chr12,115889509,115889645,9,0.115685362,0.228400308,0.112714946,0.076466051,hyper,0
chr10,95753348,95754338,38,0.115606511,0.16472652,0.049120009,0.062063234,hyper,0
chr6,34452444,34452787,4,0.11554952,0.404274238,0.288724719,0.055237779,hyper,0
chr1,247681738,247681742,3,0.115387345,0.493001874,0.377614529,0.064041553,hyper,0
chr7,132262651,132262679,3,0.11522026,0.402213488,0.286993229,0.061632804,hyper,0
chr20,576354,576591,7,0.115196984,0.429085052,0.313888068,0.058923607,hyper,0
chr2,121412005,121412386,20,0.115178529,0.370179742,0.255001213,0.079722753,hyper,0
chr3,127176057,127176616,18,0.115159173,0.239969436,0.124810263,0.064647003,hyper,0
chr9,92461217,92461444,7,0.115026577,0.445058661,0.330032084,0.065248199,hyper,0
chr19,29969373,29969943,13,0.114932553,0.603588855,0.488656302,0.077000757,hyper,0
chr6,71664409,71664637,11,0.114928711,0.411519441,0.296590729,0.054950006,hyper,0
chr10,116392116,116392396,7,0.114927371,0.517360634,0.402433263,0.068617285,hyper,0
chr15,27212376,27212594,4,0.114857952,0.652774559,0.537916608,0.06217586,hyper,0
chr3,159480592,159480782,5,0.114755898,0.289704528,0.174948631,0.054972019,hyper,0
chr3,33261309,33261422,3,0.114712283,0.754172615,0.639460332,0.068505169,hyper,0
chr1,184355378,184355624,10,0.114653305,0.261564316,0.146911012,0.059783483,hyper,0
chr1,238106801,238106838,3,0.114651635,0.520259093,0.405607459,0.072038183,hyper,0
chr6,139961734,139962228,8,0.114602877,0.516607775,0.402004898,0.063387751,hyper,0
chr8,98290285,98290510,15,0.114555831,0.229418237,0.114862406,0.064626179,hyper,0
chr7,63643446,63643488,3,0.114552162,0.456333914,0.341781752,0.068514033,hyper,0
chr2,120234053,120234233,6,0.114517914,0.468337192,0.353819278,0.057677803,hyper,0
chr9,94712848,94713074,18,0.114387816,0.20872026,0.094332445,0.066849826,hyper,0
chr5,56032176,56032376,7,0.114283784,0.348886144,0.23460236,0.054026655,hyper,0
chr11,17740109,17740230,4,0.114252815,0.265932812,0.151679998,0.068748886,hyper,0
chr13,32419880,32419953,4,0.11424285,0.853911012,0.739668162,0.064018769,hyper,0
chr1,95006431,95006729,14,0.114018184,0.49034502,0.376326837,0.06013012,hyper,0
chr6,33129898,33130034,5,0.113955288,0.342467385,0.228512097,0.054417993,hyper,0
chr2,177418494,177419774,33,0.11394955,0.23751817,0.12356862,0.064488569,hyper,0
chr20,4572734,4573712,19,0.11383093,0.287668864,0.173837933,0.080514651,hyper,0
chr1,57111805,57111897,3,0.113784155,0.482821279,0.369037124,0.063866488,hyper,0
chr8,27468166,27468632,10,0.113684845,0.204376311,0.090691466,0.059026288,hyper,0
chr4,25656286,25656830,15,0.113684675,0.390364115,0.276679439,0.055940066,hyper,0
chr8,38523806,38524386,14,0.113568523,0.570561911,0.456993388,0.067228367,hyper,0
chr5,140457386,140457422,3,0.113563799,0.491776793,0.378212994,0.058369955,hyper,0
chr6,170921759,170921774,4,0.113553365,0.410980974,0.297427609,0.054347345,hyper,0
chr11,19736052,19736505,15,0.113537828,0.181909285,0.068371457,0.056257683,hyper,0
chr6,109557651,109558851,20,0.113495071,0.394726558,0.281231487,0.058276677,hyper,0
chr7,129913023,129913672,15,0.11343507,0.345131364,0.231696294,0.061834122,hyper,0
chr10,115060412,115061012,7,0.113396809,0.730464881,0.617068072,0.060888039,hyper,0
chr2,207507398,207507656,12,0.113385244,0.293911638,0.180526394,0.063466849,hyper,0
chr11,44560086,44560243,11,0.113383134,0.35882183,0.245438695,0.064524106,hyper,0
chr8,57030349,57030712,12,0.11325301,0.658915551,0.545662541,0.073052392,hyper,0
chr4,128544782,128545193,15,0.113213273,0.205394251,0.092180978,0.059930626,hyper,0
chr18,37379843,37380331,16,0.113066034,0.279792139,0.166726105,0.067694865,hyper,0
chr8,9106559,9106869,6,0.113034137,0.463928788,0.350894651,0.067482123,hyper,0
chr12,82153256,82153606,17,0.11300233,0.188861531,0.075859201,0.080189653,hyper,0
chr21,32769978,32770125,3,0.112975967,0.489058262,0.376082295,0.056347488,hyper,0
chr6,141882902,141884138,21,0.112899045,0.369545872,0.256646827,0.056028442,hyper,0
chr7,73392981,73393623,20,0.112769718,0.380655303,0.267885585,0.053930233,hyper,0
chr15,70620596,70620668,4,0.112713796,0.488286039,0.375572243,0.058223205,hyper,0
chr2,47798949,47799451,20,0.112699638,0.34822243,0.235522791,0.05342154,hyper,0
chr5,159413877,159414490,32,0.11259823,0.165923964,0.053325734,0.061582274,hyper,0
chr8,714098,714440,8,0.11259526,0.487682772,0.375087512,0.061024966,hyper,0
chr1,113934043,113934642,15,0.112591944,0.217039795,0.104447852,0.055810532,hyper,0
chr1,53875045,53876323,28,0.11250279,0.572378854,0.459876064,0.0712671,hyper,0
chr1,29587210,29587411,19,0.112369642,0.387078463,0.274708822,0.057245789,hyper,0
chr1,110074992,110075462,9,0.112359832,0.371853108,0.259493277,0.060595766,hyper,0
chr5,148651909,148652454,17,0.112344376,0.297278951,0.184934575,0.058040141,hyper,0
chr6,150525822,150526373,9,0.112342591,0.422752204,0.310409612,0.063045405,hyper,0
chr7,157668001,157668252,11,0.112272145,0.323538666,0.211266521,0.067290816,hyper,0
chr6,110678281,110678920,21,0.112064808,0.438601586,0.326536778,0.079167535,hyper,0
chr11,113258357,113258780,19,0.112005388,0.384161192,0.272155805,0.077430459,hyper,0
chr9,112262316,112262644,11,0.111964949,0.285224443,0.173259494,0.065522737,hyper,0
chr5,176005461,176005701,10,0.111906433,0.59952812,0.487621687,0.059140408,hyper,0
chr16,66887372,66887420,4,0.111875607,0.628263776,0.516388169,0.065148275,hyper,0
chr10,118368709,118369490,15,0.111817512,0.293800498,0.181982986,0.079221627,hyper,0
chr3,146187663,146187757,7,0.111763692,0.165153189,0.053389497,0.062173477,hyper,0
chr12,7847919,7848108,6,0.111743616,0.303249574,0.191505957,0.054418943,hyper,0
chr2,237421884,237422025,3,0.11163006,0.619452659,0.507822599,0.063550388,hyper,0
chr1,71172027,71172744,22,0.111581262,0.537886849,0.426305587,0.062609255,hyper,0
chr2,44059170,44059226,8,0.111570328,0.256631535,0.145061207,0.069844489,hyper,0
chr1,6995381,6996279,21,0.111498531,0.214704906,0.103206375,0.062526352,hyper,0
chr16,82661769,82661947,6,0.11149835,0.278994997,0.167496647,0.0625475,hyper,0
chr2,150185741,150186141,12,0.11144286,0.214875031,0.103432171,0.059269683,hyper,0
chr2,3828292,3828549,9,0.11133875,0.458164835,0.346826085,0.07582028,hyper,0
chr11,86512223,86512374,6,0.111335197,0.357076909,0.245741712,0.069996602,hyper,0
chr6,68599027,68599358,8,0.111305124,0.457331943,0.34602682,0.071782872,hyper,0
chr20,49838721,49838944,7,0.111253592,0.497990584,0.386736992,0.078867169,hyper,0
chr9,37651483,37651809,9,0.111201323,0.253971558,0.142770235,0.062600029,hyper,0
chr20,56324509,56325111,11,0.111123691,0.446806477,0.335682786,0.058594108,hyper,0
chr12,89432737,89434185,20,0.111090848,0.535157834,0.424066986,0.054851287,hyper,0
chr1,50513451,50514414,39,0.111053014,0.228858604,0.11780559,0.066399037,hyper,0
chr8,26324687,26325475,12,0.111048649,0.470246711,0.359198062,0.058514659,hyper,0
chr10,122702316,122702484,8,0.110832541,0.318527654,0.207695113,0.057958385,hyper,0
chr6,2634475,2634504,3,0.110751207,0.254625031,0.143873824,0.061651243,hyper,0
chr4,17767334,17767656,9,0.11074986,0.47682527,0.366075411,0.062455197,hyper,0
chr9,80264206,80264391,6,0.110749114,0.747407647,0.636658533,0.056711186,hyper,0
chr11,36642678,36643001,4,0.110727515,0.305488717,0.194761203,0.059076753,hyper,0
chr8,47829647,47829704,4,0.110659233,0.244316445,0.133657212,0.086317511,hyper,0
chr2,26785939,26786046,8,0.110656932,0.451080371,0.340423439,0.065985536,hyper,0
chr3,72937984,72938105,3,0.110656009,0.319579194,0.208923185,0.057734247,hyper,0
chr11,62092363,62092739,15,0.110653643,0.453703406,0.343049763,0.054906347,hyper,0
chr9,137978190,137978599,14,0.110617124,0.366909561,0.256292437,0.079685686,hyper,0
chr5,170877633,170877706,6,0.110530395,0.352786811,0.242256416,0.062163614,hyper,0
chr17,43861967,43862178,9,0.110498836,0.117970639,0.007471803,0.06244066,hyper,0
chr3,11138165,11138829,17,0.110482711,0.360781027,0.250298316,0.064854316,hyper,0
chr8,70404585,70405369,30,0.110466143,0.247557547,0.137091404,0.064105598,hyper,0
chr21,40123502,40123860,11,0.110225969,0.431471841,0.321245872,0.062355651,hyper,0
chr12,67461822,67462182,8,0.110216839,0.220465912,0.110249073,0.066248127,hyper,0
chr16,86103473,86103816,11,0.110182523,0.515168192,0.404985669,0.060799202,hyper,0
chr3,127633725,127633934,10,0.110045273,0.567291076,0.457245803,0.063671743,hyper,0
chr8,22811249,22811565,5,0.109938253,0.501335161,0.391396909,0.058045073,hyper,0
chr2,198670609,198671145,9,0.109925062,0.381056366,0.271131305,0.063613493,hyper,0
chr13,27538975,27539573,10,0.109834978,0.611865263,0.502030284,0.058484072,hyper,0
chr10,60271540,60272070,16,0.109830958,0.30078897,0.190958011,0.060999621,hyper,0
chr2,100175700,100176149,17,0.109696557,0.384090951,0.274394394,0.058476786,hyper,0
chr7,45197392,45197576,11,0.109646885,0.171890841,0.062243956,0.065500017,hyper,0
chr8,101118542,101118826,19,0.109597149,0.319137278,0.209540129,0.075374748,hyper,0
chr2,96012669,96012706,5,0.109562214,0.164172952,0.054610738,0.072325935,hyper,0
chr3,12200090,12200870,29,0.109538377,0.37731978,0.267781403,0.059378913,hyper,0
chr1,7786660,7787007,8,0.109525582,0.461603016,0.352077434,0.056142815,hyper,0
chr6,109331364,109331442,3,0.109504909,0.133675998,0.024171089,0.064290092,hyper,0
chr10,88448264,88448674,8,0.109494836,0.460529163,0.351034327,0.060779331,hyper,0
chr18,35358316,35359180,20,0.109469158,0.514208859,0.404739701,0.060688823,hyper,0
chr10,31875832,31876021,6,0.109452833,0.431075526,0.321622693,0.061115155,hyper,0
chr1,115397517,115398175,21,0.109353515,0.408658027,0.299304512,0.065911,hyper,0
chr2,9282931,9283447,27,0.109346849,0.152974909,0.04362806,0.068637517,hyper,0
chr5,175986906,175987008,5,0.109274922,0.434676947,0.325402025,0.055641047,hyper,0
chr9,124375458,124375980,10,0.109270583,0.280962574,0.17169199,0.06921658,hyper,0
chr18,12271689,12272019,14,0.109220103,0.151092741,0.041872638,0.062769688,hyper,0
chr2,197458608,197458670,4,0.109140751,0.547189618,0.438048866,0.060786987,hyper,0
chr11,4208985,4209019,7,0.109128358,0.115122099,0.005993741,0.067631746,hyper,0
chr7,131240280,131240384,8,0.109073327,0.149045561,0.039972234,0.061488086,hyper,0
chr1,230562696,230563046,10,0.108984196,0.43051551,0.321531314,0.055096155,hyper,0
chr2,73340779,73340925,4,0.108970203,0.296541853,0.187571651,0.05387712,hyper,0
chr16,58499582,58499750,4,0.108879097,0.606551835,0.497672738,0.058621235,hyper,0
chr3,189838996,189839357,12,0.108877821,0.549412824,0.440535002,0.059898264,hyper,0
chr21,15646178,15646465,19,0.108837307,0.472757578,0.36392027,0.068989858,hyper,0
chr9,122133112,122133712,8,0.108777042,0.227129359,0.118352318,0.058758068,hyper,0
chr11,117314507,117314851,5,0.108763207,0.479456932,0.370693725,0.062967229,hyper,0
chr1,64937324,64937580,9,0.108724859,0.27189297,0.163168111,0.053918915,hyper,0
chr2,73383956,73384409,16,0.108705532,0.453530056,0.344824524,0.059741933,hyper,0
chr6,72129457,72129883,19,0.108634343,0.248664307,0.140029964,0.062311154,hyper,0
chr3,180587603,180588412,29,0.108619785,0.392079823,0.283460038,0.061582191,hyper,0
chr6,167834214,167834651,12,0.108615368,0.574875804,0.466260436,0.064552727,hyper,0
chr4,185151330,185152051,17,0.108475432,0.571096547,0.462621116,0.053031573,hyper,0
chr7,31376351,31376744,13,0.108384205,0.419721696,0.311337491,0.072435245,hyper,0
chr1,68299422,68299511,9,0.108383554,0.277391825,0.169008271,0.065022616,hyper,0
chr10,45374152,45374923,27,0.108347731,0.258775582,0.150427851,0.072002933,hyper,0
chr5,31599612,31599856,9,0.108289862,0.826867124,0.718577262,0.054287605,hyper,0
chr3,136750795,136751021,4,0.108288484,0.350914165,0.242625681,0.063787281,hyper,0
chr9,90690767,90690996,3,0.108012114,0.378634379,0.270622265,0.068250797,hyper,0
chr11,45307930,45307997,7,0.107986268,0.315296995,0.207310726,0.070881106,hyper,0
chr4,26460547,26461112,14,0.107906579,0.362322076,0.254415497,0.066109143,hyper,0
chr10,81697630,81698851,15,0.107849551,0.567888926,0.460039374,0.05906178,hyper,0
chr1,53935962,53936176,12,0.107693565,0.691235404,0.583541839,0.064600997,hyper,0
chr11,94501029,94501068,3,0.107599762,0.254638464,0.147038702,0.065150941,hyper,0
chr13,28404372,28404779,8,0.107583273,0.269080215,0.161496942,0.057710727,hyper,0
chr8,107284326,107284537,10,0.10757626,0.231919361,0.1243431,0.057897689,hyper,0
chr1,34642565,34642923,3,0.107489435,0.307812936,0.2003235,0.060981538,hyper,0
chr11,128729807,128729984,16,0.107455829,0.300830914,0.193375085,0.061559719,hyper,0
chr7,87935935,87936414,30,0.107450333,0.358853275,0.251402942,0.070242627,hyper,0
chr2,131484455,131484617,7,0.107448211,0.213923321,0.106475111,0.061064849,hyper,0
chr11,125984990,125985211,5,0.107418953,0.587285266,0.479866312,0.068651729,hyper,0
chr21,31311263,31311674,19,0.107334197,0.254778573,0.147444377,0.071447459,hyper,0
chr8,26047750,26048281,20,0.1072742,0.389170989,0.281896789,0.066752232,hyper,0
chr2,75786987,75787144,5,0.107238958,0.239383868,0.13214491,0.059429464,hyper,0
chr13,111164788,111164966,8,0.107121988,0.39671991,0.289597922,0.060620051,hyper,0
chr3,157260756,157261346,11,0.107118849,0.303697531,0.196578682,0.064501019,hyper,0
chr1,23751653,23751785,7,0.106923643,0.166563978,0.059640335,0.065502586,hyper,0
chr16,24267619,24267701,5,0.106822466,0.280474193,0.173651726,0.064158779,hyper,0
chr4,6021479,6021625,8,0.106785311,0.483029799,0.376244489,0.061517893,hyper,0
chr5,79330728,79330799,3,0.106736019,0.230654628,0.123918609,0.078411374,hyper,0
